Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,UT Utah,UT Rich County 49033,9,Summary of All HUD Programs,1,,Rich County,49033,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,UT,,,rich ut,-4,-4,0,0
2019-12-31 00:00:00,County,UT Utah,UT San Juan County 49037,9,Summary of All HUD Programs,1,,San Juan County,49037,16,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,UT,,,san juan ut,-4,-4,0,0
2019-12-31 00:00:00,County,UT Utah,UT Summit County 49043,9,Summary of All HUD Programs,1,,Summit County,49043,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,UT,,,summit ut,-4,-4,0,0
2019-12-31 00:00:00,County,UT Utah,UT Sanpete County 49039,9,Summary of All HUD Programs,1,,Sanpete County,49039,24,97,24,100,6,21,1.0,25,305,292,14409,13832,-1,21,33,29,17,-1,-1,100,30,96,54,-1,-1,75,-1,-1,4,4,-1,-1,-1,100,21,0,-1,-1,-1,96,96.0,-1,-1,-1,0,0,-1,34,100,48,100,-1,-1,-1,13,8,91,,,,,,UT,,,sanpete ut,5,95,0,1
2019-12-31 00:00:00,County,UT Utah,UT Uintah County 49047,9,Summary of All HUD Programs,1,,Uintah County,49047,121,89,116,100,5,18,1.7,197,286,452,12485,7352,6,30,31,23,11,11,1,81,22,99,74,4,23,81,24,44,18,18,6,27,14,53,7,14,1,3,-1,82,96.0,-1,7,3,9,1,9,61,87,74,57,20,23,15,14,16,59,,,,,,UT,,,uintah ut,20,80,0,1
2019-12-31 00:00:00,County,UT Utah,UT Box Elder County 49003,9,Summary of All HUD Programs,1,,Box Elder County,49003,296,94,308,100,6,19,1.6,493,320,514,13380,8359,6,28,33,20,13,14,1,85,25,98,69,5,18,72,18,74,47,44,3,33,27,37,3,10,1,1,0,88,98.0,-1,6,2,8,0,11,66,56,91,50,35,15,26,13,15,68,,,,,,UT,,,box elder ut,12,88,0,0
2019-12-31 00:00:00,County,UT Utah,UT Sevier County 49041,9,Summary of All HUD Programs,1,,Sevier County,49041,60,96,60,100,6,20,1.7,104,323,356,14369,8290,3,25,30,22,20,28,2,70,27,100,67,3,30,88,30,4,3,2,7,27,5,62,8,10,-1,3,2,88,98.0,-1,2,3,5,0,-1,48,100,51,60,35,5,5,16,7,85,,,,,,UT,,,sevier ut,12,88,0,0
2019-12-31 00:00:00,County,UT Utah,UT Weber County 49057,9,Summary of All HUD Programs,1,,Weber County,49057,2619,92,2525,100,5,15,1.7,4249,310,594,12577,7474,9,34,25,15,16,18,3,73,20,99,84,2,25,69,24,52,46,33,5,36,25,34,2,25,6,2,1,73,98.0,0,13,3,16,2,14,66,57,81,57,31,11,13,23,38,54,,,,,,UT,,,weber ut,27,73,0,0
2019-12-31 00:00:00,County,UT Utah,UT Davis County 49011,9,Summary of All HUD Programs,1,,Davis County,49011,1896,88,1693,100,5,17,2.2,3769,361,594,14292,6420,8,26,24,17,24,28,2,63,21,98,79,5,42,78,42,44,58,24,6,53,16,25,2,26,7,1,3,72,98.0,0,12,3,16,2,47,78,75,101,27,44,29,22,11,19,62,,,,,,UT,,,davis ut,28,72,0,0
2019-12-31 00:00:00,County,UT Utah,UT Grand County 49019,9,Summary of All HUD Programs,1,,Grand County,49019,92,72,65,98,6,12,1.4,90,333,294,13906,10043,-1,32,30,24,14,17,2,78,27,98,63,2,12,66,14,33,23,21,-1,17,11,72,6,11,3,5,-1,88,99.0,-1,3,-1,3,0,25,76,89,61,69,20,11,11,8,19,53,,,,,,UT,,,grand ut,12,88,0,0
