Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,diff in non min,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2022-12-31 00:00:00,County,RI Rhode Island,RI Bristol County 44001,9,811/PRAC,9,,Bristol County,44001,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,RI,,,bristol ri,-4,-4,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Kent County 44003,9,811/PRAC,9,,Kent County,44003,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,RI,,,kent ri,-4,-4,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Bristol County 44001,9,202/PRAC,8,,Bristol County,44001,96,98,93,99,6,12,1.1,100,437,619,19914,18520,-1,-1,28,30,42,3,-1,97,30,96,55,-1,-1,72,-1,-1,8,8,-1,-1,-1,100,19,1,1,-1,-1,96,97,-1,-1,-1,0,0,-1,92,-1,-1,100,-1,-1,-1,21,7,19,,,,,,RI,,,bristol ri,4,96,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Kent County 44003,9,202/PRAC,8,,Kent County,44003,224,96,214,99,8,10,1.1,226,418,362,19254,18232,-1,2,32,22,44,-1,-1,100,29,97,53,-1,-1,79,-1,-1,4,4,-1,-1,-1,100,22,7,1,1,1,92,99,-1,2,1,3,1,-1,89,100,42,100,-1,-1,-1,13,10,48,,,,,,RI,,,kent ri,8,92,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Bristol County 44001,9,Summary of All HUD Programs,1,,Bristol County,44001,1048,81,828,97,6,11,1.4,1178,488,628,21531,15134,1,4,29,21,45,15,1,84,31,89,58,1,13,66,12,54,23,28,0,20,16,64,11,8,4,0,1,91,99,1,3,-1,3,1,24,97,39,194,72,18,9,9,11,5,47,,,,,,RI,,,bristol ri,9,91,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Newport County 44005,9,202/PRAC,8,,Newport County,44005,172,99,170,100,7,9,1.0,178,437,477,20232,19323,1,2,29,20,48,2,-1,98,27,99,60,-1,-1,74,-1,-1,8,8,-1,-1,-1,100,17,8,1,2,2,88,96,1,2,1,3,2,-1,87,54,45,100,-1,-1,-1,8,16,44,,,,,,RI,,,newport ri,12,88,0,1
2022-12-31 00:00:00,County,RI Rhode Island,RI Washington County 44009,9,202/PRAC,8,,Washington County,44009,156,93,141,98,5,4,1.1,149,421,385,19206,18175,1,5,25,26,44,2,-1,98,27,99,63,-1,-1,71,-1,-1,6,6,-1,-1,-1,100,16,8,2,4,1,89,97,-1,1,-1,1,2,-1,82,76,37,100,-1,-1,-1,8,7,49,,,,,,RI,,,washington ri,11,89,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Kent County 44003,9,Summary of All HUD Programs,1,,Kent County,44003,4508,89,3984,99,6,10,1.3,5352,418,844,18259,13592,2,4,40,20,34,9,0,90,26,94,68,1,9,68,10,69,35,38,1,18,17,64,8,10,3,1,1,88,98,1,3,2,5,1,19,102,29,104,79,15,6,4,10,10,50,,,,,,RI,,,kent ri,12,88,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Kent County 44003,9,Project Based Section 8,5,,Kent County,44003,2121,96,1981,97,6,10,1.2,2443,421,1011,18432,14946,2,4,39,20,35,6,0,93,27,93,66,1,5,67,5,74,28,34,1,13,14,72,9,10,2,1,1,87,97,1,2,3,6,1,-1,101,10,48,85,13,2,2,10,11,42,,,,,,RI,,,kent ri,13,87,0,0
2022-12-31 00:00:00,County,RI Rhode Island,RI Washington County 44009,9,Project Based Section 8,5,,Washington County,44009,1292,97,1267,100,7,8,1.4,1713,428,1129,18900,13979,2,4,36,21,38,12,1,85,27,93,66,1,11,71,11,53,29,29,1,19,13,67,8,13,4,3,2,85,98,0,3,2,5,2,-1,98,35,61,75,21,4,4,14,9,52,,,,,,RI,,,washington ri,15,85,0,0
