Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,DE Delaware,"DE Missing, Delaware 10XXX",9,Summary of All HUD Programs,1,,Missing County,10XXX,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,DE,,,nan de,-4,-4,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,Public Housing,2,,Kent County,10001,505,94,476,100,5,11,2.8,1351,356,686,16722,5892,10,23,22,14,31,38,5,52,28,86,66,5,55,84,56,35,88,17,5,60,21,14,0,87,81,0,-1,13,,3,2,1,6,0,32,84,63,140,22,25,53,13,19,48,53,,,,,,DE,,,kent de,87,13,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,Housing Choice Vouchers,3,,Kent County,10001,994,78,739,95,6,13,2.3,1694,406,552,16006,6983,4,30,23,15,28,33,2,62,28,91,64,3,41,82,42,48,79,26,12,44,23,21,0,81,77,0,0,19,,1,3,-1,3,1,62,96,99,143,20,41,39,32,18,45,61,,,,,,DE,,,kent de,81,19,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,Project Based Section 8,5,,Kent County,10001,633,95,612,100,6,12,1.8,1079,316,741,13839,7849,11,24,24,18,23,21,4,71,27,91,62,2,33,78,33,23,21,14,9,30,11,50,7,63,58,0,1,33,,1,1,2,4,1,-1,84,47,141,57,32,10,6,19,51,47,,,,,,DE,,,kent de,66,34,0,1
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,202/PRAC,8,,Kent County,10001,193,99,196,100,7,11,1.1,210,331,224,14806,13819,1,26,28,29,17,1,1,98,31,96,53,-1,-1,76,-1,100,1,1,-1,-1,1,99,11,47,34,1,5,49,,1,2,4,7,0,-1,72,-1,-1,100,-1,-1,-1,16,45,43,,,,,,DE,,,kent de,49,51,0,1
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,811/PRAC,9,,Kent County,10001,55,94,53,100,7,11,1.0,53,280,515,11657,11657,4,19,63,6,8,2,4,92,24,98,85,-1,-1,57,-1,100,93,98,4,34,36,26,-1,17,13,-1,4,75,,-1,-1,-1,0,0,-1,104,-1,-1,100,-1,-1,-1,15,39,68,,,,,,DE,,,kent de,20,80,0,1
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,Public Housing,2,,New Castle County,10003,1630,94,1527,100,5,10,2.1,3261,335,716,14875,6965,11,27,21,14,26,35,4,54,21,95,80,3,39,77,39,28,59,20,6,46,21,28,2,93,87,0,0,7,,1,5,0,5,0,22,116,57,146,47,20,32,9,37,78,9,,,,,,DE,,,new castle de,93,7,0,0
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,Housing Choice Vouchers,3,,New Castle County,10003,4218,89,3862,100,6,13,2.4,9334,418,769,15843,6555,9,24,20,16,31,38,3,53,21,96,77,1,48,86,48,28,70,20,2,54,22,22,1,90,83,0,0,10,,1,5,0,7,0,31,114,89,155,25,32,43,25,21,64,26,,,,,,DE,,,new castle de,90,10,0,0
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,Project Based Section 8,5,,New Castle County,10003,3242,95,3113,100,6,12,1.7,5227,350,819,15262,9089,7,23,25,19,26,22,2,73,22,98,75,3,24,76,25,25,14,12,3,28,13,56,8,64,52,0,2,31,,1,5,4,11,1,-1,86,62,102,64,20,15,6,24,61,19,,,,,,DE,,,new castle de,64,31,5,0
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,202/PRAC,8,,New Castle County,10003,126,99,125,100,6,14,1.0,131,349,797,14932,14248,4,36,22,14,24,7,2,90,24,98,73,-1,-1,71,-1,-1,9,8,-1,-1,-1,100,8,90,70,1,-1,9,,6,7,7,20,0,-1,81,-1,-1,100,-1,-1,-1,33,88,4,,,,,,DE,,,new castle de,91,9,0,0
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,811/PRAC,9,,New Castle County,10003,198,93,182,99,7,10,1.0,186,277,371,11488,11240,7,27,42,16,8,5,6,82,18,99,92,-1,1,41,-1,99,94,96,3,43,35,19,-1,32,27,1,1,65,,1,3,-1,4,0,-1,110,-1,-1,99,1,-1,1,12,37,57,,,,,,DE,,,new castle de,35,65,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,Public Housing,2,,Sussex County,10005,156,97,152,100,5,12,3.0,456,409,933,19367,6456,6,12,21,22,39,57,3,39,30,85,57,5,70,88,71,34,83,16,3,72,14,11,-1,64,63,-1,1,34,,-1,1,-1,1,0,-1,67,99,184,-1,51,49,12,10,18,67,,,,,,DE,,,sussex de,66,34,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,Housing Choice Vouchers,3,,Sussex County,10005,311,82,230,90,7,10,1.8,414,377,529,15733,8741,2,25,28,22,24,17,3,80,28,97,64,3,22,75,24,53,78,35,32,26,25,17,-1,43,41,0,-1,57,,1,0,-1,1,0,-1,98,95,122,26,53,21,37,14,32,64,,,,,,DE,,,sussex de,43,57,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,Project Based Section 8,5,,Sussex County,10005,786,92,738,100,6,17,2.2,1597,302,664,12948,5983,18,23,24,15,20,35,4,58,23,97,72,4,47,83,48,20,38,13,11,48,13,28,2,72,66,1,0,26,,1,2,1,5,2,-1,79,84,113,42,34,23,5,17,36,65,,,,,,DE,,,sussex de,74,26,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,202/PRAC,8,,Sussex County,10005,68,97,67,100,7,12,1.1,72,324,272,14520,13512,-1,25,31,31,12,3,-1,97,29,97,55,-1,-1,64,-1,-1,1,1,-1,-1,-1,100,10,30,24,1,-1,70,,-1,3,1,4,1,-1,58,40,121,100,-1,-1,-1,21,46,66,,,,,,DE,,,sussex de,30,70,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,811/PRAC,9,,Sussex County,10005,78,95,76,100,7,24,1.0,76,281,405,11653,11653,12,24,45,11,8,3,11,84,24,93,79,-1,-1,42,-1,100,100,100,-1,26,51,22,1,24,20,3,1,63,,-1,-1,-1,0,1,-1,106,-1,-1,100,-1,-1,-1,13,28,77,,,,,,DE,,,sussex de,24,63,13,0
2019-12-31 00:00:00,County,DE Delaware,"DE Missing, Delaware 10XXX",9,Housing Choice Vouchers,3,,Missing County,10XXX,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,DE,,,nan de,-4,-4,0,0
2019-12-31 00:00:00,County,DE Delaware,"DE Missing, Delaware 10XXX",9,811/PRAC,9,,Missing County,10XXX,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,DE,,,nan de,-4,-4,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Sussex County 10005,9,Summary of All HUD Programs,1,,Sussex County,10005,1399,91,1263,99,6,15,2.1,2615,328,634,14233,6874,12,22,26,18,22,31,4,63,25,95,69,3,40,78,41,34,41,19,13,43,17,27,2,61,56,1,0,37,98.0,1,2,1,3,1,-1,82,80,126,41,36,23,11,15,33,66,,,,,,DE,,,sussex de,63,37,0,0
2019-12-31 00:00:00,County,DE Delaware,DE Kent County 10001,9,Summary of All HUD Programs,1,,Kent County,10001,2380,88,2076,99,6,12,2.1,4387,358,606,15307,7244,7,26,25,17,26,27,3,66,28,90,63,3,37,80,37,40,36,20,8,39,17,36,3,72,66,0,1,26,98.0,1,2,1,4,1,45,88,64,142,41,30,29,16,18,47,54,,,,,,DE,,,kent de,74,26,0,0
2019-12-31 00:00:00,County,DE Delaware,DE New Castle County 10003,9,Summary of All HUD Programs,1,,New Castle County,10003,9414,92,8809,100,6,12,2.1,18139,375,769,15367,7463,9,24,23,17,28,31,3,61,21,97,77,2,37,80,37,29,36,18,3,42,18,36,4,80,71,0,1,18,98.0,1,5,2,8,0,29,104,71,137,45,25,30,15,25,65,21,,,,,,DE,,,new castle de,82,18,0,0
