Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,HI Hawaii,HI Maui County 15009,9,Summary of All HUD Programs,1,,Maui County,15009,2374,96,2318,100,5,11,2.2,5018,464,1118,18530,8560,6,24,21,15,34,32,2,63,23,95,74,8,28,70,30,33,36,19,3,38,17,42,3,62,3,3,44,35,97.0,0,4,8,12,14,13,95,73,134,49,26,26,13,12,77,65,,,,,,HI,,,maui hi,65,35,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,Public Housing,2,,Hawaii County,15001,624,94,586,100,6,9,2.8,1624,405,710,17275,6233,6,30,18,15,30,34,7,56,25,93,73,22,22,63,28,35,61,19,1,45,19,35,3,74,1,1,60,26,,-1,4,8,12,2,36,109,75,120,42,24,34,7,23,77,66,,,,,,HI,,,hawaii hi,74,26,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,Housing Choice Vouchers,3,,Hawaii County,15001,2058,96,2041,100,5,5,2.6,5361,401,905,16324,6215,8,30,20,14,29,33,6,59,24,95,73,18,28,71,39,40,63,21,1,50,20,29,1,73,3,4,47,27,,1,6,12,20,21,28,103,76,190,32,32,37,20,21,75,80,,,,,,HI,,,hawaii hi,73,27,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,Project Based Section 8,5,,Hawaii County,15001,429,94,426,100,6,12,2.0,868,368,709,15753,7731,6,29,23,14,27,27,5,67,25,96,70,12,20,62,22,36,24,16,2,35,14,49,6,65,3,2,47,25,,0,3,10,13,18,-1,86,48,94,62,25,13,2,33,78,61,,,,,,HI,,,hawaii hi,65,25,10,0
2019-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,202/PRAC,8,,Hawaii County,15001,97,98,98,100,7,6,1.1,104,332,374,15255,14374,1,23,31,24,20,1,2,97,27,98,64,-1,-1,71,-1,-1,2,2,-1,-1,-1,100,16,50,1,-1,40,34,,-1,4,5,9,9,-1,82,100,72,100,-1,-1,-1,8,77,91,,,,,,HI,,,hawaii hi,50,34,16,0
2019-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,811/PRAC,9,,Hawaii County,15001,43,88,39,100,5,38,1.0,39,223,528,9435,9435,13,53,32,3,-1,3,10,85,17,100,97,-1,-1,33,-1,100,100,100,5,33,33,28,-1,72,5,3,54,28,,-1,-1,10,10,31,-1,34,-1,-1,100,-1,-1,-1,17,70,66,,,,,,HI,,,hawaii hi,72,28,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,Public Housing,2,,Honolulu County,15003,3910,93,3584,99,6,5,2.9,10326,464,710,19495,6766,8,31,17,11,34,40,5,54,18,97,85,19,24,64,31,29,65,19,1,35,24,41,5,92,1,1,84,8,,0,3,3,7,3,73,157,63,125,35,31,34,11,24,93,18,,,,,,HI,,,honolulu hi,92,8,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,Housing Choice Vouchers,3,,Honolulu County,15003,8821,70,6244,100,5,9,2.8,17686,526,1296,20690,7305,7,24,17,12,40,42,5,52,19,97,81,16,31,70,38,29,63,17,2,45,24,29,2,85,5,1,64,15,,1,5,9,15,17,23,135,74,178,33,34,34,12,14,86,40,,,,,,HI,,,honolulu hi,85,15,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,Mod Rehab,4,,Honolulu County,15003,40,83,32,97,7,9,1.0,33,212,304,8901,8631,16,63,22,-1,-1,-1,13,88,11,100,100,-1,-1,44,-1,100,79,85,-1,9,31,59,3,69,9,9,34,31,,-1,-1,16,16,19,11,128,-1,-1,100,-1,-1,-1,10,82,5,,,,,,HI,,,honolulu hi,69,31,0,0
2019-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,Project Based Section 8,5,,Honolulu County,15003,2160,94,2108,100,6,7,1.7,3611,371,1180,15645,9133,4,36,24,13,23,25,1,73,17,99,90,8,7,64,9,32,14,13,1,16,16,67,12,88,1,1,79,7,,1,1,4,6,8,-1,148,61,72,72,26,2,4,20,89,24,,,,,,HI,,,honolulu hi,88,7,5,0
