Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,diff in non min,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2022-12-31 00:00:00,County,HI Hawaii,HI Kauai County 15007,9,811/PRAC,9,,Kauai County,15007,20,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,HI,,,kauai hi,-4,-4,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,S236/BMIR,7,,Honolulu County,15003,304,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,HI,,,honolulu hi,-4,-4,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Honolulu County 15003,9,Public Housing,2,,Honolulu County,15003,3564,95,3322,98,6,4,2.8,9189,489,820,20453,7394,8,12,33,12,35,38,5,56,18,97,85,18,22,65,29,26,62,19,1,33,22,44,6,92,1,0,84,8,100,0,3,4,7,2,72,166,70,132,38,27,35,11,16,68,10,,,,,,HI,,,honolulu hi,92,8,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Maui County 15009,9,Public Housing,2,,Maui County,15009,196,78,152,100,4,9,3.2,484,696,820,29438,9245,3,8,24,9,57,61,4,36,27,89,64,28,32,66,45,13,56,10,4,58,14,24,-1,82,-1,3,70,18,100,-1,3,6,9,2,8,81,82,99,26,15,59,10,20,83,53,,,,,,HI,,,maui hi,82,18,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,Public Housing,2,,Hawaii County,15001,638,94,590,99,6,4,2.7,1599,492,820,21150,7804,5,9,34,14,38,36,5,56,25,91,72,21,22,61,28,35,62,21,1,40,21,38,3,75,1,1,63,25,100,-1,4,6,11,3,30,120,73,128,44,23,33,7,19,64,53,,,,,,HI,,,hawaii hi,75,25,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Kauai County 15007,9,Public Housing,2,,Kauai County,15007,321,93,297,100,6,4,2.5,747,573,820,23769,9451,3,8,33,16,40,37,4,59,24,93,72,19,19,59,26,28,67,19,1,39,19,40,1,70,2,1,58,30,100,-1,5,5,10,1,60,126,67,94,50,13,37,8,3,28,28,,,,,,HI,,,kauai hi,70,30,0,0
2022-12-31 00:00:00,County,HI Hawaii,HI Maui County 15009,9,202/PRAC,8,,Maui County,15009,172,99,170,100,7,6,1.1,183,394,571,17450,16211,2,15,33,17,33,-1,-1,100,22,98,76,-1,-1,68,-1,-1,2,2,-1,-1,1,99,15,35,2,1,27,57,92,-1,1,4,5,4,-1,96,100,76,100,-1,-1,-1,7,42,40,,,,,,HI,,,maui hi,35,57,8,0
2022-12-31 00:00:00,County,HI Hawaii,HI Maui County 15009,9,811/PRAC,9,,Maui County,15009,36,97,30,86,6,7,1.1,32,372,500,15410,14447,-1,10,50,27,13,7,-1,93,20,100,90,-1,-1,50,-1,94,93,91,-1,30,23,47,-1,47,-1,3,40,40,87,-1,-1,3,3,27,-1,110,80,71,97,3,-1,-1,5,26,20,,,,,,HI,,,maui hi,51,49,0,1
2022-12-31 00:00:00,County,HI Hawaii,HI Hawaii County 15001,9,202/PRAC,8,,Hawaii County,15001,97,99,94,98,7,3,1.1,102,374,364,16808,15489,1,10,36,23,30,1,1,98,26,97,68,-1,-1,73,-1,-1,4,5,-1,-1,-1,100,21,51,2,2,38,36,87,-1,3,5,9,9,-1,99,100,75,100,-1,-1,-1,6,48,55,,,,,,HI,,,hawaii hi,51,36,13,0
2022-12-31 00:00:00,County,HI Hawaii,HI Kauai County 15007,9,Project Based Section 8,5,,Kauai County,15007,97,98,96,100,7,11,1.1,108,382,1186,16329,14514,-1,14,44,18,25,-1,-1,100,21,99,85,1,-1,63,-1,100,23,29,-1,2,8,90,8,55,2,2,46,40,95,-1,2,3,5,15,-1,83,-1,-1,100,-1,-1,-1,5,77,68,,,,,,HI,,,kauai hi,58,42,0,1
