Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,AR Arkansas,AR Arkansas County 05001,9,Public Housing,2,,Arkansas County,05001,116,97,112,100,5,26,1.8,205,290,346,15995,8739,9,21,25,21,23,33,-1,63,40,77,46,2,34,76,33,32,18,21,13,39,17,30,2,46,45,1,-1,54,,-1,-1,-1,0,0,3,60,82,136,36,21,43,33,29,24,61,,,,,,AR,,,arkansas ar,46,54,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Arkansas County 05001,9,Housing Choice Vouchers,3,,Arkansas County,05001,451,-5,176,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,AR,,,arkansas ar,75,25,0,1
2019-12-31 00:00:00,County,AR Arkansas,AR Arkansas County 05001,9,Project Based Section 8,5,,Arkansas County,05001,173,82,171,100,6,30,2.0,348,243,559,10852,5332,20,31,27,14,8,22,-1,78,27,92,62,1,51,85,51,20,40,13,19,37,15,29,6,73,70,-1,1,27,,1,-1,1,2,1,-1,28,99,82,25,47,27,18,29,54,64,,,,,,AR,,,arkansas ar,73,27,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Arkansas County 05001,9,202/PRAC,8,,Arkansas County,05001,16,99,15,95,6,7,1.1,16,299,291,12849,12046,-1,40,33,20,7,-1,-1,100,36,93,47,-1,-1,53,-1,-1,27,25,-1,-1,-1,100,27,80,80,-1,-1,20,,-1,-1,-1,0,0,-1,76,100,55,100,-1,-1,-1,38,68,54,,,,,,AR,,,arkansas ar,80,20,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Arkansas County 05001,9,811/PRAC,9,,Arkansas County,05001,14,99,14,100,8,14,1.1,15,259,409,11041,10305,-1,50,36,14,-1,7,-1,93,31,100,71,-1,-1,43,-1,100,50,87,7,43,36,14,-1,57,57,-1,-1,36,,-1,-1,-1,0,0,-1,105,100,66,100,-1,-1,-1,15,26,73,,,,,,AR,,,arkansas ar,57,36,7,0
2019-12-31 00:00:00,County,AR Arkansas,AR Ashley County 05003,9,Public Housing,2,,Ashley County,05003,124,97,120,100,5,14,2.0,241,287,367,13258,6602,-1,49,24,13,14,27,-1,73,33,87,59,1,48,76,46,33,68,24,16,45,16,23,1,80,79,-1,-1,20,,-1,1,-1,1,0,19,76,92,120,37,34,29,15,28,41,85,,,,,,AR,,,ashley ar,80,20,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Ashley County 05003,9,Housing Choice Vouchers,3,,Ashley County,05003,220,88,177,92,6,25,2.0,355,297,315,12190,6078,3,46,29,15,7,27,1,72,30,94,64,1,44,89,44,48,56,28,6,50,24,19,1,81,80,-1,-1,19,,-1,1,-1,1,0,14,80,99,161,14,41,45,44,23,33,74,,,,,,AR,,,ashley ar,81,19,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Ashley County 05003,9,Project Based Section 8,5,,Ashley County,05003,30,94,27,95,5,19,1.0,27,282,336,12353,12353,-1,37,37,22,4,-1,-1,100,34,96,44,-1,-1,59,-1,100,40,56,-1,4,22,74,7,41,41,-1,-1,56,,-1,-1,-1,0,0,-1,76,-1,-1,100,-1,-1,-1,25,34,67,,,,,,AR,,,ashley ar,44,56,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Ashley County 05003,9,202/PRAC,8,,Ashley County,05003,48,67,30,93,7,20,1.0,31,292,144,12348,11949,-1,33,53,7,7,-1,-1,100,35,93,37,-1,-1,53,-1,-1,3,3,-1,-1,-1,100,17,43,43,-1,-1,57,,-1,-1,-1,0,0,-1,64,100,81,100,-1,-1,-1,23,32,79,,,,,,AR,,,ashley ar,43,57,0,0
2019-12-31 00:00:00,County,AR Arkansas,AR Ashley County 05003,9,811/PRAC,9,,Ashley County,05003,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,AR,,,ashley ar,-4,-4,0,0
