State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Iowa,Adair County,0,0,0
Iowa,Adams County,0,0,0
Iowa,Allamakee County,61,18,43
Iowa,Appanoose County,0,0,0
Iowa,Audubon County,0,0,0
Iowa,Benton County,0,0,0
Iowa,Black Hawk County,0,0,0
Iowa,Boone County,0,0,0
Iowa,Bremer County,0,0,0
Iowa,Buchanan County,0,0,0
Iowa,Buena Vista County,0,0,0
Iowa,Butler County,0,0,0
Iowa,Calhoun County,0,0,0
Iowa,Carroll County,0,0,0
Iowa,Cass County,0,0,0
Iowa,Cedar County,0,0,0
Iowa,Cerro Gordo County,0,0,0
Iowa,Cherokee County,0,0,0
Iowa,Chickasaw County,0,0,0
Iowa,Clarke County,0,0,0
Iowa,Clay County,0,0,0
Iowa,Clayton County,0,0,0
Iowa,Clinton County,0,0,0
Iowa,Crawford County,0,0,0
Iowa,Dallas County,0,0,0
Iowa,Davis County,0,0,0
Iowa,Decatur County,0,0,0
Iowa,Delaware County,0,0,0
Iowa,Des Moines County,0,0,0
Iowa,Dickinson County,0,0,0
Iowa,Dubuque County,0,0,0
Iowa,Emmet County,0,0,0
Iowa,Fayette County,0,0,0
Iowa,Floyd County,0,0,0
Iowa,Franklin County,0,0,0
Iowa,Fremont County,0,0,0
Iowa,Greene County,0,0,0
Iowa,Grundy County,0,0,0
Iowa,Guthrie County,0,0,0
Iowa,Hamilton County,0,0,0
Iowa,Hancock County,0,0,0
Iowa,Hardin County,0,0,0
Iowa,Harrison County,0,0,0
Iowa,Henry County,957,303,654
Iowa,Howard County,0,0,0
Iowa,Humboldt County,0,0,0
Iowa,Ida County,0,0,0
Iowa,Iowa County,0,0,0
Iowa,Jackson County,0,0,0
Iowa,Jasper County,1156,361,795
Iowa,Jefferson County,0,0,0
Iowa,Johnson County,942,247,695
Iowa,Jones County,1046,434,612
Iowa,Keokuk County,0,0,0
Iowa,Kossuth County,0,0,0
Iowa,Lee County,1055,424,631
Iowa,Linn County,0,0,0
Iowa,Louisa County,0,0,0
Iowa,Lucas County,0,0,0
Iowa,Lyon County,0,0,0
Iowa,Madison County,0,0,0
Iowa,Mahaska County,0,0,0
Iowa,Marion County,0,0,0
Iowa,Marshall County,0,0,0
Iowa,Mills County,301,20,281
Iowa,Mitchell County,0,0,0
Iowa,Monona County,0,0,0
Iowa,Monroe County,0,0,0
Iowa,Montgomery County,0,0,0
Iowa,Muscatine County,0,0,0
Iowa,O'Brien County,0,0,0
Iowa,Osceola County,0,0,0
Iowa,Page County,1074,390,684
Iowa,Palo Alto County,0,0,0
Iowa,Plymouth County,0,0,0
Iowa,Pocahontas County,0,0,0
Iowa,Polk County,549,163,386
Iowa,Pottawattamie County,0,0,0
Iowa,Poweshiek County,0,0,0
Iowa,Ringgold County,0,0,0
Iowa,Sac County,0,0,0
Iowa,Scott County,0,0,0
Iowa,Shelby County,0,0,0
Iowa,Sioux County,0,0,0
Iowa,Story County,0,0,0
Iowa,Tama County,0,0,0
Iowa,Taylor County,0,0,0
Iowa,Union County,0,0,0
Iowa,Van Buren County,0,0,0
Iowa,Wapello County,0,0,0
Iowa,Warren County,0,0,0
Iowa,Washington County,0,0,0
Iowa,Wayne County,0,0,0
Iowa,Webster County,1161,485,676
Iowa,Winnebago County,0,0,0
Iowa,Winneshiek County,0,0,0
Iowa,Woodbury County,0,0,0
Iowa,Worth County,0,0,0
Iowa,Wright County,0,0,0
