State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
North Dakota,Adams County,0,0,0
North Dakota,Barnes County,0,0,0
North Dakota,Benson County,0,0,0
North Dakota,Billings County,0,0,0
North Dakota,Bottineau County,0,0,0
North Dakota,Bowman County,0,0,0
North Dakota,Burke County,0,0,0
North Dakota,Burleigh County,679,253,426
North Dakota,Cass County,0,0,0
North Dakota,Cavalier County,0,0,0
North Dakota,Dickey County,0,0,0
North Dakota,Divide County,0,0,0
North Dakota,Dunn County,0,0,0
North Dakota,Eddy County,0,0,0
North Dakota,Emmons County,0,0,0
North Dakota,Foster County,0,0,0
North Dakota,Golden Valley County,0,0,0
North Dakota,Grand Forks County,0,0,0
North Dakota,Grant County,0,0,0
North Dakota,Griggs County,0,0,0
North Dakota,Hettinger County,117,42,75
North Dakota,Kidder County,0,0,0
North Dakota,LaMoure County,0,0,0
North Dakota,Logan County,0,0,0
North Dakota,McHenry County,0,0,0
North Dakota,McIntosh County,0,0,0
North Dakota,McKenzie County,0,0,0
North Dakota,McLean County,0,0,0
North Dakota,Mercer County,0,0,0
North Dakota,Morton County,0,0,0
North Dakota,Mountrail County,0,0,0
North Dakota,Nelson County,0,0,0
North Dakota,Oliver County,0,0,0
North Dakota,Pembina County,0,0,0
North Dakota,Pierce County,0,0,0
North Dakota,Ramsey County,0,0,0
North Dakota,Ransom County,0,0,0
North Dakota,Renville County,0,0,0
North Dakota,Richland County,0,0,0
North Dakota,Rolette County,0,0,0
North Dakota,Sargent County,0,0,0
North Dakota,Sheridan County,0,0,0
North Dakota,Sioux County,0,0,0
North Dakota,Slope County,0,0,0
North Dakota,Stark County,0,0,0
North Dakota,Steele County,0,0,0
North Dakota,Stutsman County,421,153,268
North Dakota,Towner County,0,0,0
North Dakota,Traill County,0,0,0
North Dakota,Walsh County,0,0,0
North Dakota,Ward County,0,0,0
North Dakota,Wells County,0,0,0
North Dakota,Williams County,0,0,0
