State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Idaho,Ada County,5395,1502,3893
Idaho,Adams County,0,0,0
Idaho,Bannock County,337,112,225
Idaho,Bear Lake County,0,0,0
Idaho,Benewah County,0,0,0
Idaho,Bingham County,0,0,0
Idaho,Blaine County,0,0,0
Idaho,Boise County,0,0,0
Idaho,Bonner County,0,0,0
Idaho,Bonneville County,0,0,0
Idaho,Boundary County,0,0,0
Idaho,Butte County,0,0,0
Idaho,Camas County,0,0,0
Idaho,Canyon County,0,0,0
Idaho,Caribou County,0,0,0
Idaho,Cassia County,0,0,0
Idaho,Clark County,0,0,0
Idaho,Clearwater County,549,117,432
Idaho,Custer County,0,0,0
Idaho,Elmore County,0,0,0
Idaho,Franklin County,0,0,0
Idaho,Fremont County,255,76,179
Idaho,Gem County,0,0,0
Idaho,Gooding County,0,0,0
Idaho,Idaho County,430,84,346
Idaho,Jefferson County,0,0,0
Idaho,Jerome County,0,0,0
Idaho,Kootenai County,0,0,0
Idaho,Latah County,0,0,0
Idaho,Lemhi County,0,0,0
Idaho,Lewis County,0,0,0
Idaho,Lincoln County,0,0,0
Idaho,Madison County,0,0,0
Idaho,Minidoka County,0,0,0
Idaho,Nez Perce County,0,0,0
Idaho,Oneida County,0,0,0
Idaho,Owyhee County,0,0,0
Idaho,Payette County,0,0,0
Idaho,Power County,0,0,0
Idaho,Shoshone County,0,0,0
Idaho,Teton County,0,0,0
Idaho,Twin Falls County,0,0,0
Idaho,Valley County,0,0,0
Idaho,Washington County,0,0,0
