gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,DC District of Columbia,DC District of Columbia 11001,9,Mod Rehab,4,,District Of Columbia County,11001,175,-5,302,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,DC,,,district of columbia dc,-5,-5,0,0
County,DC District of Columbia,DC District of Columbia 11001,9,811/PRAC,9,,District Of Columbia County,11001,146,84,117,95,8,4,1.5,176,245,705,10400,6913,6,57,21,9,6,14,-1,80,13,98,97,3,9,48,9,86,97,62,1,40,32,26,1,85,74,1,3,8,-1,5,3,9,0,-1,107,-1,-1,68,20,12,12,26,76,16,,,,,,DC,,,district of columbia dc,85,8,7,0
County,DC District of Columbia,DC District of Columbia 11001,9,Project Based Section 8,5,,District Of Columbia County,11001,10372,95,9813,100,6,6,2.0,19418,299,1128,12769,6453,17,31,19,11,21,26,14,53,15,99,88,2,37,79,38,17,20,11,7,42,15,35,5,95,87,0,4,1,1,1,2,3,0,-1,123,74,88,50,37,13,9,29,84,5,,,,,,DC,,,district of columbia dc,95,1,4,0
County,DC District of Columbia,DC District of Columbia 11001,9,Summary of All HUD Programs,1,,District Of Columbia County,11001,34006,83,29228,100,9,4,2.1,62694,333,1155,13724,6398,13,33,19,11,23,23,12,55,16,97,87,2,36,76,36,28,38,19,3,43,23,31,3,96,90,0,2,1,1,1,1,4,0,11,437,58,163,44,31,24,13,28,86,7,,,,,,DC,,,district of columbia dc,99,1,0,0
County,DC District of Columbia,DC District of Columbia 11001,9,Housing Choice Vouchers,3,,District Of Columbia County,11001,14511,72,11204,100,7,3,2.4,26540,419,1516,15004,6334,11,32,19,11,28,24,12,52,17,97,84,2,40,78,39,32,57,23,1,46,30,23,1,98,93,0,0,1,2,2,0,4,0,12,788,82,225,32,33,35,19,29,92,10,,,,,,DC,,,district of columbia dc,99,1,0,0
County,DC District of Columbia,DC District of Columbia 11001,9,Public Housing,2,,District Of Columbia County,11001,8379,88,7386,100,16,3,2.1,15736,255,730,13272,6229,13,38,18,10,20,20,10,61,15,96,89,2,33,72,33,33,48,23,1,41,25,33,3,94,91,0,1,1,1,1,1,2,0,-1,362,3,161,49,25,26,13,28,80,7,,,,,,DC,,,district of columbia dc,99,1,0,1
County,DC District of Columbia,DC District of Columbia 11001,9,S236/BMIR,7,,District Of Columbia County,11001,13,-1,11,-1,11,9,1.0,11,707,-1,20918,20918,-1,-1,27,27,45,9,-1,91,28,91,73,-1,-1,18,-1,100,14,45,-1,27,9,64,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,72,-1,-1,100,-1,-1,-1,-1,-1,-1,,,,,,DC,,,district of columbia dc,100,0,0,0
County,DC District of Columbia,DC District of Columbia 11001,9,202/PRAC,8,,District Of Columbia County,11001,410,98,395,98,6,11,1.0,411,313,397,13568,13040,2,41,27,13,17,4,-1,96,18,100,90,-1,-1,66,-1,54,2,5,-1,2,5,93,14,95,85,0,1,3,1,5,4,9,0,-1,84,54,57,100,-1,-1,-1,21,84,4,,,,,,DC,,,district of columbia dc,97,3,0,0
County,DC District of Columbia,DC MISSING 11XXX,9,Summary of All HUD Programs,1,,Missing County,11XXX,108,54,23,40,20,-1,2.1,49,310,473,23025,10808,10,19,19,10,43,43,4,43,-1,-1,-1,-1,52,74,52,16,75,16,4,57,22,17,-1,96,96,-1,-1,4,-1,-1,-1,0,0,-1,915,39,264,87,9,4,4,-1,-1,-1,,,,,,DC,,,missing dc,96,4,0,0
County,DC District of Columbia,DC MISSING 11XXX,9,Housing Choice Vouchers,3,,Missing County,11XXX,27,70,21,100,21,-1,2.1,44,299,1516,23145,11047,11,21,16,11,42,43,5,43,-1,-1,-1,-1,48,71,48,18,75,18,-1,57,24,19,-1,95,95,-1,-1,5,-1,-1,-1,0,0,-1,986,33,308,95,5,-1,5,-1,-1,-1,,,,,,DC,,,missing dc,95,5,0,0
County,DC District of Columbia,DC MISSING 11XXX,9,Project Based Section 8,5,,Missing County,11XXX,81,-4,2,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,DC,,,missing dc,-4,-4,0,0
