gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,AK Alaska,AK Anchorage Municipality 02020,9,Project Based Section 8,5,,Anchorage Municipality County,02020,533,94,514,100,6,19,2.4,1215,491,718,20395,8628,3,8,17,33,40,36,7,57,29,95,63,16,37,72,42,16,30,10,9,43,12,36,3,64,11,12,26,30,2,5,8,15,7,-1,67,70,69,35,33,32,7,12,51,22,,,,,,AK,,,anchorage municipality ak,64,30,6,0
County,AK Alaska,AK Kenai Peninsula Borough 02122,9,Project Based Section 8,5,,Kenai Peninsula Borough County,02122,89,96,88,100,6,20,1.5,131,334,846,14217,9550,18,6,26,29,21,11,1,83,25,95,60,7,11,50,13,36,55,31,8,26,16,50,5,18,-1,11,3,78,-1,2,1,3,6,-1,63,-1,-1,57,35,8,19,8,26,64,,,,,,AK,,,kenai peninsula borough ak,18,78,4,0
County,AK Alaska,AK Matanuska-Susitna Borough 02170,9,202/PRAC,8,,Matanuska-Susitna Borough County,02170,22,89,24,100,8,29,1.0,24,428,553,17872,17872,-1,-1,8,71,21,4,-1,96,32,100,46,-1,-1,67,-1,-1,-1,0,-1,-1,-1,100,8,0,-1,-1,-1,96,-1,-1,-1,0,0,-1,53,-1,-1,100,-1,-1,-1,16,22,82,,,,,,AK,,,matanuska-susitna borough ak,0,96,4,0
County,AK Alaska,AK Anchorage Municipality 02020,9,Summary of All HUD Programs,1,,Anchorage Municipality County,02020,3929,89,3675,100,6,17,2.3,8477,454,951,17864,7745,10,8,26,25,32,26,7,66,25,96,72,10,35,70,37,34,47,18,4,46,23,27,2,62,22,16,16,37,1,5,2,8,7,6,72,61,91,39,35,25,13,13,52,27,,,,,,AK,,,anchorage municipality ak,63,37,0,0
County,AK Alaska,AK Anchorage Municipality 02020,9,Public Housing,2,,Anchorage Municipality County,02020,507,95,482,100,6,13,2.5,1219,462,808,19625,7760,10,9,18,23,40,31,7,61,27,93,65,14,43,74,47,23,49,13,3,51,17,28,2,65,15,23,18,35,0,7,1,8,7,-1,80,67,87,33,41,27,5,14,57,27,,,,,,AK,,,anchorage municipality ak,65,35,0,0
County,AK Alaska,AK Anchorage Municipality 02020,9,Housing Choice Vouchers,3,,Anchorage Municipality County,02020,2578,86,2382,100,6,17,2.4,5732,455,1114,17280,7181,11,8,30,21,31,25,8,66,24,97,75,9,37,70,38,38,70,20,3,49,27,20,1,63,27,16,12,36,1,6,1,8,7,10,73,65,96,34,39,27,17,14,52,27,,,,,,AK,,,anchorage municipality ak,64,36,0,0
County,AK Alaska,AK Anchorage Municipality 02020,9,Mod Rehab,4,,Anchorage Municipality County,02020,70,100,69,99,4,14,1.0,69,227,597,8952,8952,43,9,29,10,9,22,3,74,15,100,88,-1,-1,35,-1,28,56,32,-1,35,52,13,-1,41,9,26,3,59,-1,1,1,3,3,3,53,-1,-1,100,-1,-1,-1,10,37,11,,,,,,AK,,,anchorage municipality ak,41,59,0,0
County,AK Alaska,AK Anchorage Municipality 02020,9,202/PRAC,8,,Anchorage Municipality County,02020,179,99,173,98,6,10,1.1,186,411,270,17716,16478,-1,8,10,59,24,2,4,94,29,97,70,-1,-1,71,-1,-1,-1,0,-1,-1,-1,100,13,47,4,5,37,50,-1,1,1,1,2,-1,65,1,18,100,-1,-1,-1,9,42,43,,,,,,AK,,,anchorage municipality ak,50,50,0,0
County,AK Alaska,AK Anchorage Municipality 02020,9,811/PRAC,9,,Anchorage Municipality County,02020,62,90,55,99,5,38,1.0,56,379,411,15735,15454,2,-1,51,33,15,16,-1,84,26,98,80,-1,-1,44,-1,100,100,98,7,62,24,7,-1,36,15,20,-1,62,-1,2,-1,2,0,-1,41,-1,-1,98,2,-1,-1,13,54,25,,,,,,AK,,,anchorage municipality ak,38,62,0,0
County,AK Alaska,AK Bethel Census Area 02050,9,Summary of All HUD Programs,1,,Bethel Census Area County,02050,132,93,126,100,5,13,3.7,460,562,856,25067,6866,10,11,18,15,45,44,6,49,33,78,57,33,38,73,54,10,32,4,4,65,14,17,2,98,-1,95,2,2,-1,-1,-1,0,5,-1,91,82,98,17,-1,83,18,13,77,65,,,,,,AK,,,bethel census area ak,98,2,0,0
County,AK Alaska,AK Bethel Census Area 02050,9,Public Housing,2,,Bethel Census Area County,02050,110,95,105,100,5,13,4.1,433,593,808,26726,6481,13,13,13,12,51,51,6,42,34,74,51,39,46,78,65,4,57,2,4,75,15,6,-1,97,-1,95,2,3,-1,-1,-1,0,6,-1,101,98,98,-1,-1,100,22,12,77,65,,,,,,AK,,,bethel census area ak,97,3,0,0
County,AK Alaska,AK Bethel Census Area 02050,9,Project Based Section 8,5,,Bethel Census Area County,02050,22,84,21,100,6,14,1.3,27,407,1130,16772,13045,-1,5,48,33,14,5,10,86,29,95,86,-1,-1,48,-1,100,20,37,5,14,10,71,10,100,-1,95,5,-1,-1,-1,-1,0,0,-1,37,-1,-1,100,-1,-1,-1,13,78,66,,,,,,AK,,,bethel census area ak,100,0,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,Summary of All HUD Programs,1,,Fairbanks North Star Borough County,02090,1066,91,1014,100,6,25,2.0,2022,433,909,16828,8439,11,7,29,25,28,25,4,70,27,93,65,8,31,69,33,37,59,23,8,47,22,23,1,45,12,24,3,55,1,4,2,6,7,25,56,55,120,51,30,18,9,12,38,39,,,,,,AK,,,fairbanks north star borough ak,45,55,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,Housing Choice Vouchers,3,,Fairbanks North Star Borough County,02090,465,86,430,100,5,28,1.9,817,430,1114,14443,7602,18,7,31,22,22,22,4,72,23,97,76,8,27,68,30,41,65,26,4,48,30,18,-1,49,15,25,3,51,1,4,0,6,8,25,46,63,131,51,35,14,14,12,37,41,,,,,,AK,,,fairbanks north star borough ak,49,51,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,Public Housing,2,,Fairbanks North Star Borough County,02090,166,95,158,100,7,15,3.0,470,466,808,19773,6647,11,4,28,22,35,33,3,65,29,91,61,15,40,68,42,33,44,14,-1,58,27,16,1,52,15,30,2,48,1,1,3,4,9,-1,75,63,126,37,3,60,12,14,42,31,,,,,,AK,,,fairbanks north star borough ak,52,48,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,Project Based Section 8,5,,Fairbanks North Star Borough County,02090,366,95,363,100,5,24,1.9,672,431,772,18277,9873,6,8,27,28,33,29,4,66,30,90,57,7,37,74,37,25,57,20,15,42,12,31,2,41,8,21,4,59,0,4,3,7,6,-1,60,50,101,51,41,9,2,11,37,40,,,,,,AK,,,fairbanks north star borough ak,41,59,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,202/PRAC,8,,Fairbanks North Star Borough County,02090,19,98,18,97,7,17,1.0,18,452,431,21358,21358,-1,-1,11,39,50,6,-1,94,39,78,28,-1,-1,89,-1,-1,61,61,-1,-1,-1,100,6,11,11,-1,-1,89,-1,-1,-1,0,0,-1,42,-1,-1,100,-1,-1,-1,14,39,29,,,,,,AK,,,fairbanks north star borough ak,11,89,0,0
County,AK Alaska,AK Fairbanks North Star Borough 02090,9,811/PRAC,9,,Fairbanks North Star Borough County,02090,49,92,45,100,6,42,1.0,45,368,702,15778,15778,-1,2,47,40,11,2,2,96,29,100,60,-1,-1,47,-1,100,100,100,18,53,18,11,-1,29,-1,16,9,71,-1,4,-1,4,0,-1,56,-1,-1,84,16,-1,16,11,35,51,,,,,,AK,,,fairbanks north star borough ak,29,71,0,0
County,AK Alaska,AK Juneau City and Borough 02110,9,Summary of All HUD Programs,1,,Juneau city and Borough County,02110,807,91,766,100,6,20,2.1,1632,446,881,17951,8426,11,6,30,23,30,28,7,64,23,96,78,13,26,62,30,37,40,20,8,47,22,22,1,55,3,40,7,45,-1,4,2,5,9,-1,84,69,106,46,32,22,11,7,35,40,,,,,,AK,,,juneau city and borough ak,55,45,0,0
County,AK Alaska,AK Juneau City and Borough 02110,9,Housing Choice Vouchers,3,,Juneau city and Borough County,02110,377,86,348,100,5,25,1.9,645,466,1114,17162,9260,8,5,35,27,25,26,6,67,23,98,82,9,20,61,24,46,53,28,5,47,28,21,1,49,3,37,3,51,-1,4,2,6,5,-1,98,64,151,47,35,18,20,8,35,38,,,,,,AK,,,juneau city and borough ak,49,51,0,0
County,AK Alaska,AK Kenai Peninsula Borough 02122,9,Summary of All HUD Programs,1,,Kenai Peninsula Borough County,02122,506,88,473,100,6,22,1.6,752,438,1050,16077,10112,6,5,36,32,20,15,4,80,28,98,62,6,15,59,16,55,59,37,4,36,26,34,1,18,2,11,2,82,-1,2,0,3,5,-1,61,56,143,47,41,13,28,9,18,70,,,,,,AK,,,kenai peninsula borough ak,18,82,0,0
County,AK Alaska,AK Kenai Peninsula Borough 02122,9,Housing Choice Vouchers,3,,Kenai Peninsula Borough County,02122,404,86,373,100,6,22,1.6,609,466,1114,16625,10182,4,5,37,33,21,17,4,79,28,98,61,6,16,61,18,56,60,36,3,37,29,32,1,17,2,10,2,83,-1,2,0,2,5,-1,62,71,143,42,43,14,31,9,17,71,,,,,,AK,,,kenai peninsula borough ak,17,83,0,0
