Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2020-12-31 00:00:00,County,WA Washington,WA Adams County 53001,9,Summary of All HUD Programs,1,,Adams County,53001,107,88,97,100,5,21,3.4,327,450,518,17963,5329,11,21,15,10,43,42,8,42,28,82,55,11,62,78,62,15,60,7,9,68,8,14,1,91,-1,-1,-1,8,-1,78,12,91,0,10,64,100,88,11,31,58,7,27,74,62,,,,,,WA,,,adams wa,92,8,0,0
2020-12-31 00:00:00,County,WA Washington,WA Adams County 53001,9,Public Housing,2,,Adams County,53001,55,100,55,100,5,16,3.7,202,513,525,22497,6125,2,13,15,13,56,56,5,33,34,78,40,16,58,84,64,20,78,9,2,69,15,15,-1,96,-1,-1,-1,4,-1,96,-1,96,0,10,83,100,101,9,18,73,7,27,71,60,,,,,,WA,,,adams wa,96,4,0,0
2020-12-31 00:00:00,County,WA Washington,WA Adams County 53001,9,Project Based Section 8,5,,Adams County,53001,52,75,42,100,6,26,3.0,125,368,509,12026,4041,23,31,15,5,26,24,12,55,21,88,74,5,67,71,60,8,33,4,19,67,-1,14,2,83,-1,-1,-1,14,-1,55,29,83,0,-1,39,100,72,14,48,38,7,28,80,66,,,,,,WA,,,adams wa,86,14,0,0
2020-12-31 00:00:00,County,WA Washington,WA Asotin County 53003,9,Summary of All HUD Programs,1,,Asotin County,53003,404,94,381,100,6,9,2.0,778,333,486,14662,7180,4,34,29,16,17,17,5,74,27,93,72,3,35,80,35,54,48,30,5,43,21,31,2,11,3,5,1,89,-1,2,0,2,2,44,86,88,85,41,30,28,16,16,9,64,,,,,,WA,,,asotin wa,11,89,0,0
2020-12-31 00:00:00,County,WA Washington,WA Asotin County 53003,9,Public Housing,2,,Asotin County,53003,140,98,137,100,6,10,2.4,322,319,473,16559,7045,6,38,18,14,25,26,8,61,30,85,69,4,50,82,47,43,55,23,8,54,22,16,1,11,3,7,1,89,-1,-1,1,1,4,28,73,71,66,32,34,34,6,14,9,66,,,,,,WA,,,asotin wa,11,89,0,0
2020-12-31 00:00:00,County,WA Washington,WA Asotin County 53003,9,Housing Choice Vouchers,3,,Asotin County,53003,217,90,198,100,6,8,2.1,409,348,531,13493,6532,4,36,32,14,15,15,5,77,25,96,76,3,33,80,35,62,79,37,4,44,26,26,-1,12,3,4,2,88,-1,3,-1,3,0,58,94,97,103,34,35,31,27,16,9,63,,,,,,WA,,,asotin wa,12,88,0,0
2020-12-31 00:00:00,County,WA Washington,WA Asotin County 53003,9,202/PRAC,8,,Asotin County,53003,47,99,46,99,6,7,1.0,47,307,332,14041,13742,-1,13,50,33,4,-1,-1,100,30,100,59,-1,-1,74,-1,-1,11,11,-1,-1,-1,100,17,4,-1,2,-1,96,-1,2,-1,2,2,-1,89,100,46,100,-1,-1,-1,17,9,63,,,,,,WA,,,asotin wa,4,96,0,0
2020-12-31 00:00:00,County,WA Washington,WA Benton County 53005,9,Summary of All HUD Programs,1,,Benton County,53005,2201,92,1887,93,6,12,1.9,3520,336,582,14202,7614,6,29,30,18,17,13,4,81,23,98,77,6,21,70,22,56,42,30,2,36,20,42,4,26,5,1,2,72,1,16,1,18,1,25,87,85,84,58,28,14,10,27,38,44,,,,,,WA,,,benton wa,28,72,0,0
2020-12-31 00:00:00,County,WA Washington,WA Benton County 53005,9,Public Housing,2,,Benton County,53005,190,96,182,100,6,18,2.5,446,356,460,15202,6203,7,31,29,15,18,16,7,74,23,97,82,12,31,71,35,54,82,28,2,45,26,27,1,47,4,1,2,53,1,39,1,40,1,18,86,97,105,50,27,23,3,41,64,35,,,,,,WA,,,benton wa,47,53,0,0
2020-12-31 00:00:00,County,WA Washington,WA Benton County 53005,9,Housing Choice Vouchers,3,,Benton County,53005,1192,88,966,92,6,10,2.0,1901,351,607,14202,7217,5,33,28,18,17,14,4,81,23,98,79,6,22,66,22,62,77,39,1,40,28,31,2,28,7,1,1,72,1,17,0,18,1,27,100,94,92,47,37,16,18,25,35,48,,,,,,WA,,,benton wa,28,72,0,0
