State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Kentucky,Adair County,0,0,0
Kentucky,Allen County,0,0,0
Kentucky,Anderson County,0,0,0
Kentucky,Ballard County,0,0,0
Kentucky,Barren County,0,0,0
Kentucky,Bath County,0,0,0
Kentucky,Bell County,0,0,0
Kentucky,Boone County,0,0,0
Kentucky,Bourbon County,0,0,0
Kentucky,Boyd County,1642,971,671
Kentucky,Boyle County,500,175,325
Kentucky,Bracken County,0,0,0
Kentucky,Breathitt County,0,0,0
Kentucky,Breckinridge County,0,0,0
Kentucky,Bullitt County,266,22,244
Kentucky,Butler County,0,0,0
Kentucky,Caldwell County,0,0,0
Kentucky,Calloway County,0,0,0
Kentucky,Campbell County,0,0,0
Kentucky,Carlisle County,0,0,0
Kentucky,Carroll County,0,0,0
Kentucky,Carter County,0,0,0
Kentucky,Casey County,0,0,0
Kentucky,Christian County,0,0,0
Kentucky,Clark County,0,0,0
Kentucky,Clay County,1694,997,697
Kentucky,Clinton County,0,0,0
Kentucky,Crittenden County,0,0,0
Kentucky,Cumberland County,0,0,0
Kentucky,Daviess County,0,0,0
Kentucky,Edmonson County,0,0,0
Kentucky,Elliott County,1003,291,712
Kentucky,Estill County,0,0,0
Kentucky,Fayette County,2760,1563,1197
Kentucky,Fleming County,0,0,0
Kentucky,Floyd County,210,50,160
Kentucky,Franklin County,206,88,118
Kentucky,Fulton County,0,0,0
Kentucky,Gallatin County,0,0,0
Kentucky,Garrard County,0,0,0
Kentucky,Grant County,0,0,0
Kentucky,Graves County,0,0,0
Kentucky,Grayson County,0,0,0
Kentucky,Green County,0,0,0
Kentucky,Greenup County,0,0,0
Kentucky,Hancock County,0,0,0
Kentucky,Hardin County,0,0,0
Kentucky,Harlan County,0,0,0
Kentucky,Harrison County,0,0,0
Kentucky,Hart County,0,0,0
Kentucky,Henderson County,0,0,0
Kentucky,Henry County,0,0,0
Kentucky,Hickman County,0,0,0
Kentucky,Hopkins County,0,0,0
Kentucky,Jackson County,0,0,0
Kentucky,Jefferson County,141,16,125
Kentucky,Jessamine County,0,0,0
Kentucky,Johnson County,0,0,0
Kentucky,Kenton County,0,0,0
Kentucky,Knott County,0,0,0
Kentucky,Knox County,0,0,0
Kentucky,Larue County,0,0,0
Kentucky,Laurel County,0,0,0
Kentucky,Lawrence County,0,0,0
Kentucky,Lee County,822,191,631
Kentucky,Leslie County,0,0,0
Kentucky,Letcher County,0,0,0
Kentucky,Lewis County,0,0,0
Kentucky,Lincoln County,0,0,0
Kentucky,Livingston County,0,0,0
Kentucky,Logan County,0,0,0
Kentucky,Lyon County,1001,336,665
Kentucky,McCracken County,0,0,0
Kentucky,McCreary County,1820,1419,401
Kentucky,McLean County,0,0,0
Kentucky,Madison County,0,0,0
Kentucky,Magoffin County,0,0,0
Kentucky,Marion County,796,307,489
Kentucky,Marshall County,0,0,0
Kentucky,Martin County,1596,1269,327
Kentucky,Mason County,0,0,0
Kentucky,Meade County,0,0,0
Kentucky,Menifee County,0,0,0
Kentucky,Mercer County,0,0,0
Kentucky,Metcalfe County,0,0,0
Kentucky,Monroe County,0,0,0
Kentucky,Montgomery County,0,0,0
Kentucky,Morgan County,1896,689,1207
Kentucky,Muhlenberg County,950,311,639
Kentucky,Nelson County,0,0,0
Kentucky,Nicholas County,0,0,0
Kentucky,Ohio County,0,0,0
Kentucky,Oldham County,4156,1427,2729
Kentucky,Owen County,0,0,0
Kentucky,Owsley County,0,0,0
Kentucky,Pendleton County,0,0,0
Kentucky,Perry County,0,0,0
Kentucky,Pike County,0,0,0
Kentucky,Powell County,0,0,0
Kentucky,Pulaski County,0,0,0
Kentucky,Robertson County,0,0,0
Kentucky,Rockcastle County,0,0,0
Kentucky,Rowan County,0,0,0
Kentucky,Russell County,0,0,0
Kentucky,Scott County,0,0,0
Kentucky,Shelby County,724,144,580
Kentucky,Simpson County,0,0,0
Kentucky,Spencer County,0,0,0
Kentucky,Taylor County,0,0,0
Kentucky,Todd County,0,0,0
Kentucky,Trigg County,0,0,0
Kentucky,Trimble County,0,0,0
Kentucky,Union County,0,0,0
Kentucky,Warren County,0,0,0
Kentucky,Washington County,0,0,0
Kentucky,Wayne County,0,0,0
Kentucky,Webster County,0,0,0
Kentucky,Whitley County,0,0,0
Kentucky,Wolfe County,0,0,0
Kentucky,Woodford County,0,0,0
