State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
Alaska,Aleutians East Borough,0,0,0
Alaska,Aleutians West Census Area,0,0,0
Alaska,Anchorage Municipality,412,244,168
Alaska,Bethel Census Area,81,80,1
Alaska,Bristol Bay Borough,0,0,0
Alaska,Denali Borough,0,0,0
Alaska,Dillingham Census Area,0,0,0
Alaska,Fairbanks North Star Borough,302,178,124
Alaska,Haines Borough,0,0,0
Alaska,Hoonah-Angoon Census Area,0,0,0
Alaska,Juneau City and Borough,217,130,87
Alaska,Kenai Peninsula Borough,955,566,389
Alaska,Ketchikan Gateway Borough,70,42,28
Alaska,Kodiak Island Borough,0,0,0
Alaska,Lake and Peninsula Borough,0,0,0
Alaska,Matanuska-Susitna Borough,650,339,311
Alaska,Nome Census Area,92,90,2
Alaska,North Slope Borough,0,0,0
Alaska,Northwest Arctic Borough,0,0,0
Alaska,Petersburg Census Area,0,0,0
Alaska,Prince of Wales-Hyder Census Area,0,0,0
Alaska,Sitka City and Borough,0,0,0
Alaska,Skagway Municipality,0,0,0
Alaska,Southeast Fairbanks Census Area,0,0,0
Alaska,Valdez-Cordova Census Area,0,0,0
Alaska,Wade Hampton Census Area,0,0,0
Alaska,Wrangell City and Borough,0,0,0
Alaska,Yakutat City and Borough,0,0,0
Alaska,Yukon-Koyukuk Census Area,0,0,0
