gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,OK Oklahoma,OK Creek County 40037,9,S236/BMIR,7,,Creek County,40037,150,-5,95,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,OK,,,creek ok,-5,-5,0,0
County,OK Oklahoma,OK Muskogee County 40101,9,S236/BMIR,7,,Muskogee County,40101,40,-5,29,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,OK,,,muskogee ok,-5,-5,0,0
County,OK Oklahoma,OK Oklahoma County 40109,9,S236/BMIR,7,,Oklahoma County,40109,0,-5,25,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,OK,,,oklahoma ok,-5,-5,0,0
County,OK Oklahoma,OK Pushmataha County 40127,9,202/PRAC,8,,Pushmataha County,40127,25,-5,13,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,OK,,,pushmataha ok,-5,-5,0,0
County,OK Oklahoma,OK Tulsa County 40143,9,S236/BMIR,7,,Tulsa County,40143,115,-5,29,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,OK,,,tulsa ok,-5,-5,0,0
County,OK Oklahoma,OK Cleveland County 40027,9,811/PRAC,9,,Cleveland County,40027,39,99,39,100,6,8,1.0,40,257,137,11198,10918,-1,54,33,8,5,-1,-1,100,26,97,79,-1,-1,38,-1,100,100,98,3,41,38,18,-1,0,-1,-1,-1,8,-1,-1,-1,0,0,-1,98,100,84,100,-1,-1,-1,36,26,33,,,,,,OK,,,cleveland ok,0,8,92,0
County,OK Oklahoma,OK Cleveland County 40027,9,202/PRAC,8,,Cleveland County,40027,88,99,88,100,6,14,1.0,88,281,160,13018,13018,1,32,39,25,3,1,-1,99,30,99,50,-1,-1,86,-1,-1,13,13,-1,-1,-1,100,10,6,-1,2,-1,52,-1,2,1,3,0,-1,59,100,103,100,-1,-1,-1,14,21,75,,,,,,OK,,,cleveland ok,6,52,42,0
County,OK Oklahoma,OK Le Flore County 40079,9,202/PRAC,8,,Le Flore County,40079,33,95,32,100,7,31,1.0,33,249,191,10759,10433,-1,53,38,9,-1,-1,-1,100,33,97,50,-1,-1,59,-1,-1,-1,0,-1,-1,-1,100,-1,6,-1,3,-1,59,-1,-1,3,3,0,-1,41,100,58,100,-1,-1,-1,23,29,75,,,,,,OK,,,le flore ok,6,59,35,0
County,OK Oklahoma,OK Carter County 40019,9,202/PRAC,8,,Carter County,40019,14,90,13,100,8,31,1.1,14,211,288,9750,9054,-1,67,17,17,-1,-1,-1,92,27,100,69,-1,-1,46,-1,-1,-1,0,-1,-1,-1,100,8,62,38,15,-1,15,8,-1,-1,8,0,-1,34,100,80,100,-1,-1,-1,40,52,84,,,,,,OK,,,carter ok,62,15,23,0
County,OK Oklahoma,OK Tulsa County 40143,9,811/PRAC,9,,Tulsa County,40143,62,97,60,99,6,15,1.0,60,286,155,12358,12358,2,33,42,20,3,5,-1,93,30,98,53,-1,-1,35,-1,100,100,100,5,55,22,18,-1,10,3,3,2,70,2,-1,-1,2,0,-1,85,-1,-1,100,-1,-1,-1,11,28,65,,,,,,OK,,,tulsa ok,10,70,20,0
