gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,NH New Hampshire,NH MISSING 33XXX,9,Housing Choice Vouchers,3,,Missing County,33XXX,67,90,59,97,8,8,1.8,105,3,761,13232,7435,5,29,36,10,19,3,-1,36,-1,-1,-1,2,17,34,19,24,100,19,59,29,5,7,-1,3,-1,-1,-1,37,-1,2,2,3,2,19,36,2,53,75,14,7,5,-1,-1,-1,,,,,,NH,,,missing nh,3,37,60,0
County,NH New Hampshire,NH Sullivan County 33019,9,Project Based Section 8,5,,Sullivan County,33019,617,96,602,100,6,17,1.6,968,333,664,15043,9355,4,23,28,21,24,16,2,79,28,92,59,8,19,68,20,42,17,19,6,25,14,54,10,2,0,1,-1,92,-1,-1,0,0,0,-1,78,44,52,64,22,14,6,15,4,57,,,,,,NH,,,sullivan nh,2,92,6,0
County,NH New Hampshire,NH Rockingham County 33015,9,202/PRAC,8,,Rockingham County,33015,80,99,80,100,6,11,1.1,88,364,356,17486,15897,-1,11,30,25,34,-1,-1,100,26,100,69,-1,-1,76,-1,100,1,2,-1,-1,1,99,20,6,-1,3,1,89,-1,3,-1,3,3,-1,71,-1,-1,100,-1,-1,-1,5,4,74,,,,,,NH,,,rockingham nh,6,89,5,0
County,NH New Hampshire,NH Belknap County 33001,9,Summary of All HUD Programs,1,,Belknap County,33001,979,98,971,100,6,14,1.7,1660,351,678,14452,8453,3,28,32,20,18,14,1,84,26,96,67,4,21,73,21,66,40,35,2,33,20,44,6,4,1,1,1,96,0,1,0,1,1,33,87,58,126,59,25,16,9,12,6,54,,,,,,NH,,,belknap nh,4,96,0,0
County,NH New Hampshire,NH Belknap County 33001,9,Housing Choice Vouchers,3,,Belknap County,33001,572,99,566,100,5,12,2.0,1144,376,706,14345,7097,4,33,29,17,18,20,2,77,25,96,73,5,30,72,30,63,63,35,2,49,25,25,1,4,1,2,1,96,0,1,0,1,1,39,95,77,139,42,34,25,14,12,6,53,,,,,,NH,,,belknap nh,4,96,0,0
County,NH New Hampshire,NH Belknap County 33001,9,Public Housing,2,,Belknap County,33001,98,98,96,100,8,13,1.1,104,304,309,14149,13061,1,25,38,22,15,-1,-1,100,28,96,64,-1,1,66,1,100,49,64,-1,8,28,64,14,1,-1,1,-1,99,-1,-1,-1,0,0,12,77,-1,-1,90,10,-1,3,14,7,38,,,,,,NH,,,belknap nh,1,99,0,0
County,NH New Hampshire,NH Belknap County 33001,9,Project Based Section 8,5,,Belknap County,33001,268,98,267,100,5,18,1.4,366,321,778,14646,10684,2,23,34,23,19,7,1,90,28,95,61,3,12,77,12,63,25,29,4,16,12,69,12,4,-1,0,1,96,-1,1,0,2,0,-1,76,48,82,79,16,5,3,13,5,59,,,,,,NH,,,belknap nh,4,96,0,0
County,NH New Hampshire,NH Belknap County 33001,9,202/PRAC,8,,Belknap County,33001,41,98,42,100,6,14,1.1,46,322,504,15344,14010,-1,14,36,33,17,-1,-1,100,31,100,48,-1,-1,79,-1,-1,12,11,-1,-1,-1,100,14,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,71,-1,-1,100,-1,-1,-1,7,4,68,,,,,,NH,,,belknap nh,0,100,0,0
County,NH New Hampshire,NH Carroll County 33003,9,Summary of All HUD Programs,1,,Carroll County,33003,364,100,364,100,6,13,1.6,574,334,768,13057,8280,2,34,35,17,11,12,1,84,25,97,74,6,17,74,20,70,34,39,3,30,25,42,8,2,1,1,-1,98,-1,-1,-1,0,1,41,97,54,197,63,24,13,13,12,3,73,,,,,,NH,,,carroll nh,2,98,0,0
County,NH New Hampshire,NH Carroll County 33003,9,Housing Choice Vouchers,3,,Carroll County,33003,125,101,126,100,4,10,2.1,262,430,801,13920,6694,3,34,28,19,16,18,-1,79,24,97,75,9,28,75,34,69,79,40,-1,48,37,15,-1,1,-1,1,-1,99,-1,-1,-1,0,1,58,133,87,273,31,35,34,33,12,3,74,,,,,,NH,,,carroll nh,1,99,0,0
