Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,LA Louisiana,LA Plaquemines Parish 22075,9,Summary of All HUD Programs,1,,Plaquemines Parish County,22075,164,-5,112,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-10.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,LA,,,plaquemines parish la,48,52,0,1
2019-12-31 00:00:00,County,LA Louisiana,LA Cameron Parish 22023,9,Summary of All HUD Programs,1,,Cameron Parish County,22023,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,LA,,,cameron parish la,-4,-4,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Grant Parish 22043,9,Summary of All HUD Programs,1,,Grant Parish County,22043,239,75,183,100,6,19,2.4,444,266,480,12315,5076,10,39,25,14,12,36,4,60,26,94,70,3,54,78,53,25,68,18,5,54,19,22,-1,59,56,-1,1,34,93.0,-1,2,-1,2,0,50,59,99,114,19,37,45,22,32,41,77,,,,,,LA,,,grant parish la,67,33,0,1
2019-12-31 00:00:00,County,LA Louisiana,LA Lafayette Parish 22055,9,Summary of All HUD Programs,1,,Lafayette Parish County,22055,3704,84,3234,100,6,13,2.1,6711,261,506,10867,5237,16,39,25,11,9,24,1,74,20,98,83,1,38,78,37,36,57,23,5,46,21,28,1,74,72,0,0,20,94.0,1,1,0,2,2,12,85,98,75,45,31,25,15,26,59,64,,,,,,LA,,,lafayette parish la,78,22,0,1
2019-12-31 00:00:00,County,LA Louisiana,LA St. Tammany Parish 22103,9,Summary of All HUD Programs,1,,St. Tammany Parish County,22103,1495,82,1327,100,6,11,2.1,2745,348,609,14861,7184,4,29,25,20,21,26,1,72,28,95,62,2,36,84,36,26,34,19,2,41,12,45,6,63,60,0,0,34,97.0,0,1,1,2,0,19,76,99,90,50,21,30,10,18,34,65,,,,,,LA,,,st. tammany parish la,66,34,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Vernon Parish 22115,9,Summary of All HUD Programs,1,,Vernon Parish County,22115,228,85,213,100,6,26,1.9,408,258,502,11269,5883,10,45,25,13,7,23,0,76,25,96,76,1,39,78,38,30,35,18,9,44,14,33,1,43,36,-1,2,55,98.0,-1,5,-1,5,1,11,57,100,113,46,22,33,18,22,34,63,,,,,,LA,,,vernon parish la,45,55,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Calcasieu Parish 22019,9,Summary of All HUD Programs,1,,Calcasieu Parish County,22019,4598,74,3441,100,5,19,2.2,7672,313,538,14058,6305,4,38,23,18,17,33,0,66,30,91,62,2,43,81,44,32,63,22,6,47,18,29,1,73,71,0,0,25,98.0,0,1,0,1,1,38,73,98,94,32,35,34,17,29,57,63,,,,,,LA,,,calcasieu parish la,75,25,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Acadia Parish 22001,9,Public Housing,2,,Acadia Parish County,22001,676,96,650,100,6,19,2.0,1328,296,433,16228,7943,8,32,22,14,24,41,0,59,40,76,47,1,35,79,34,27,52,20,7,40,21,32,1,66,65,-1,0,34,,0,0,-1,0,2,6,91,78,37,36,34,30,22,35,41,78,,,,,,LA,,,acadia parish la,66,34,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Acadia Parish 22001,9,Housing Choice Vouchers,3,,Acadia Parish County,22001,573,92,530,100,5,27,2.4,1288,300,358,11569,4760,7,43,29,14,7,35,0,65,27,96,66,2,50,88,50,26,61,17,7,51,19,22,1,70,68,-1,-1,30,,1,2,0,2,0,23,65,99,125,20,41,40,32,34,36,76,,,,,,LA,,,acadia parish la,70,30,0,0
2019-12-31 00:00:00,County,LA Louisiana,LA Acadia Parish 22001,9,Project Based Section 8,5,,Acadia Parish County,22001,244,86,216,100,7,33,2.3,505,193,604,8731,3734,36,31,17,8,7,25,2,73,21,96,79,3,55,88,54,10,47,7,19,49,15,17,1,64,62,0,0,31,,-1,1,0,1,0,-1,68,100,148,7,39,54,38,42,26,82,,,,,,LA,,,acadia parish la,73,27,0,1
