State,County_Name,Ttl_Incarc,Ttl_Minority_Incarc,Ttl_White_Incarc
New Jersey,Atlantic County,0,0,0
New Jersey,Bergen County,0,0,0
New Jersey,Burlington County,6367,4482,1885
New Jersey,Camden County,0,0,0
New Jersey,Cape May County,0,0,0
New Jersey,Cumberland County,10208,8144,2064
New Jersey,Essex County,4174,3701,473
New Jersey,Gloucester County,0,0,0
New Jersey,Hudson County,0,0,0
New Jersey,Hunterdon County,1512,773,739
New Jersey,Mercer County,3033,2571,462
New Jersey,Middlesex County,3363,2398,965
New Jersey,Monmouth County,0,0,0
New Jersey,Morris County,0,0,0
New Jersey,Ocean County,0,0,0
New Jersey,Passaic County,0,0,0
New Jersey,Salem County,0,0,0
New Jersey,Somerset County,0,0,0
New Jersey,Sussex County,0,0,0
New Jersey,Union County,0,0,0
New Jersey,Warren County,0,0,0
