Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,PA Pennsylvania,PA Mercer County 42085,9,Summary of All HUD Programs,1,,Mercer County,42085,2441,94,2306,100,6,18,1.8,4049,285,532,12455,7094,12,33,23,17,15,14,4,78,25,95,67,2,31,77,30,43,34,24,8,33,18,42,6,32,30,1,0,62,94.0,0,1,0,1,2,54,72,55,131,53,29,18,12,31,24,65,,,,,,PA,,,mercer pa,35,65,0,1
2019-12-31 00:00:00,County,PA Pennsylvania,PA Somerset County 42111,9,Summary of All HUD Programs,1,,Somerset County,42111,801,93,744,100,6,19,1.8,1310,288,537,12893,7322,9,31,28,17,15,20,2,74,27,94,66,9,20,72,25,43,30,24,8,33,17,42,5,2,1,0,-1,93,95.0,-1,1,0,1,0,16,80,81,89,48,34,18,17,24,4,55,,,,,,PA,,,somerset pa,2,98,0,1
2019-12-31 00:00:00,County,PA Pennsylvania,PA Sullivan County 42113,9,Summary of All HUD Programs,1,,Sullivan County,42113,113,86,100,100,6,19,1.3,125,320,628,14158,11326,2,33,25,24,15,2,-1,97,31,92,53,-1,6,54,5,79,47,52,-1,5,29,66,6,8,1,5,-1,87,95.0,-1,1,1,2,5,21,80,98,114,85,9,6,6,16,7,84,,,,,,PA,,,sullivan pa,2,98,0,1
2019-12-31 00:00:00,County,PA Pennsylvania,PA Venango County 42121,9,Summary of All HUD Programs,1,,Venango County,42121,1504,76,1166,100,6,19,1.7,2034,285,500,12260,7028,12,32,27,15,14,20,1,74,26,93,69,5,25,71,26,42,45,27,9,37,20,34,3,6,3,0,0,91,97.0,1,2,-1,2,2,7,71,75,107,52,28,20,14,18,5,66,,,,,,PA,,,venango pa,9,91,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Mifflin County 42087,9,Summary of All HUD Programs,1,,Mifflin County,42087,640,95,609,100,5,20,1.6,957,298,461,13351,8496,6,31,31,18,14,17,3,74,28,92,64,3,20,70,21,56,34,34,6,31,21,41,4,7,2,0,-1,90,97.0,-1,4,0,4,0,5,75,36,144,65,17,18,11,20,6,52,,,,,,PA,,,mifflin pa,10,90,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Indiana County 42063,9,Summary of All HUD Programs,1,,Indiana County,42063,982,86,825,98,6,16,1.4,1187,309,480,13058,9076,4,35,29,17,14,14,0,81,27,94,66,3,16,71,15,58,39,38,3,30,25,42,6,8,6,0,0,89,97.0,0,1,0,1,0,9,77,52,123,53,34,13,24,15,10,60,,,,,,PA,,,indiana pa,11,89,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Beaver County 42007,9,Summary of All HUD Programs,1,,Beaver County,42007,3977,93,3726,100,6,15,1.7,6479,304,512,13996,8049,10,28,23,17,21,22,2,72,23,96,73,3,28,73,28,43,39,26,7,35,19,39,4,33,31,1,0,64,97.0,0,1,0,1,2,10,85,60,100,51,28,21,16,21,22,62,,,,,,PA,,,beaver pa,36,64,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Luzerne County 42079,9,Summary of All HUD Programs,1,,Luzerne County,42079,9035,91,8231,100,6,14,1.8,15112,309,556,13621,7419,10,30,24,16,20,22,1,72,26,92,67,3,29,73,30,35,36,22,5,37,19,39,4,35,16,0,0,62,97.0,2,12,4,18,2,12,89,54,148,55,23,22,10,25,18,48,,,,,,PA,,,luzerne pa,38,62,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Erie County 42049,9,Summary of All HUD Programs,1,,Erie County,42049,6178,92,5737,100,6,14,2.0,11505,319,495,14461,7211,5,34,26,17,19,22,3,72,27,94,67,7,26,69,27,49,40,25,5,37,19,39,4,37,24,0,3,60,97.0,1,8,0,10,0,13,89,48,117,56,20,24,8,31,26,47,,,,,,PA,,,erie pa,40,60,0,0
2019-12-31 00:00:00,County,PA Pennsylvania,PA Montgomery County 42091,9,Summary of All HUD Programs,1,,Montgomery County,42091,5808,87,5079,100,6,8,2.0,9959,371,811,16119,8220,4,25,24,18,29,22,2,71,23,96,75,1,31,79,30,38,28,20,1,36,18,45,8,52,40,0,5,45,97.0,1,4,1,6,1,24,114,77,127,58,22,20,5,14,34,36,,,,,,PA,,,montgomery pa,55,45,0,0
