Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,TN Tennessee,TN Moore County 47127,9,Summary of All HUD Programs,1,,Moore County,47127,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,TN,,,moore tn,-4,-4,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Benton County 47005,9,Summary of All HUD Programs,1,,Benton County,47005,106,97,108,100,6,25,1.4,149,218,483,9371,6792,10,54,23,10,3,10,-1,81,25,97,75,3,17,62,18,44,26,27,12,27,18,44,3,12,11,-1,1,63,75.0,-1,-1,-1,0,1,-1,50,49,105,67,25,8,11,26,10,75,,,,,,TN,,,benton tn,12,88,0,1
2019-12-31 00:00:00,County,TN Tennessee,TN Giles County 47055,9,Summary of All HUD Programs,1,,Giles County,47055,460,96,458,100,6,25,2.0,917,251,460,11670,5829,16,33,24,12,15,26,4,62,27,91,64,6,33,78,35,33,49,21,10,43,20,26,2,27,26,0,-1,50,77.0,-1,1,-1,1,1,11,71,97,107,37,36,28,20,14,18,73,,,,,,TN,,,giles tn,39,61,0,1
2019-12-31 00:00:00,County,TN Tennessee,TN Stewart County 47161,9,Summary of All HUD Programs,1,,Stewart County,47161,19,84,15,94,6,27,2.0,30,276,432,11460,5730,14,36,14,29,7,53,7,33,26,93,60,7,33,87,40,-1,50,7,20,27,27,27,-1,0,-1,-1,-1,93,93.0,-1,-1,-1,0,0,-1,63,100,146,27,67,7,20,21,8,71,,,,,,TN,,,stewart tn,12,88,0,1
2019-12-31 00:00:00,County,TN Tennessee,TN Wayne County 47181,9,Summary of All HUD Programs,1,,Wayne County,47181,42,100,43,100,6,14,1.1,47,269,344,10981,10047,-1,47,49,5,-1,2,-1,98,30,100,53,-1,2,67,2,100,55,66,-1,12,16,72,5,5,5,-1,-1,91,96.0,-1,-1,-1,0,2,-1,76,21,152,84,5,12,16,19,4,70,,,,,,TN,,,wayne tn,0,100,0,1
2019-12-31 00:00:00,County,TN Tennessee,TN McNairy County 47109,9,Summary of All HUD Programs,1,,Mcnairy County,47109,140,94,136,100,6,29,2.0,271,256,632,10982,5511,17,32,31,10,11,18,1,79,27,94,60,10,32,80,35,36,17,16,15,36,7,43,3,21,18,-1,-1,75,96.0,-1,2,1,3,2,4,56,40,182,41,40,18,12,24,9,78,,,,,,TN,,,mcnairy tn,24,76,0,1
2019-12-31 00:00:00,County,TN Tennessee,TN Claiborne County 47025,9,Summary of All HUD Programs,1,,Claiborne County,47025,269,93,256,100,7,17,1.8,448,255,433,11575,6614,17,40,22,10,11,19,2,79,29,91,64,4,29,74,30,48,71,35,10,30,28,32,2,2,2,-1,-1,95,97.0,-1,-1,-1,0,0,3,75,25,111,46,32,22,19,26,3,64,,,,,,TN,,,claiborne tn,5,95,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Blount County 47009,9,Summary of All HUD Programs,1,,Blount County,47009,1245,95,1194,100,6,15,2.0,2418,291,453,12507,6176,9,34,28,15,14,22,1,75,23,97,75,6,35,80,36,41,49,23,5,40,20,34,2,13,11,0,0,84,97.0,0,1,0,2,1,26,80,55,108,40,35,25,16,17,15,64,,,,,,TN,,,blount tn,16,84,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Hardin County 47071,9,Summary of All HUD Programs,1,,Hardin County,47071,180,95,180,100,7,21,1.8,329,244,457,11716,6410,17,32,25,17,9,18,1,80,29,91,61,7,23,80,26,38,19,18,3,34,16,47,4,13,12,1,-1,84,97.0,-1,1,-1,1,1,28,74,64,101,41,36,23,26,36,12,67,,,,,,TN,,,hardin tn,16,84,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Henderson County 47077,9,Summary of All HUD Programs,1,,Henderson County,47077,246,98,247,100,5,21,1.9,458,267,449,12706,6852,8,33,28,18,13,17,2,78,31,90,55,6,26,76,28,38,21,18,5,30,18,47,6,25,22,0,-1,72,97.0,-1,3,-1,3,0,7,70,75,67,49,23,27,20,25,20,59,,,,,,TN,,,henderson tn,28,72,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Robertson County 47147,9,Summary of All HUD Programs,1,,Robertson County,47147,687,96,599,90,7,15,2.1,1243,292,553,12445,5997,6,27,31,18,18,30,2,56,20,97,80,1,42,85,41,25,32,17,8,43,19,31,3,61,60,1,-1,36,97.0,0,1,-1,1,0,24,88,67,129,32,38,30,22,23,43,68,,,,,,TN,,,robertson tn,64,36,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Hancock County 47067,9,Summary of All HUD Programs,1,,Hancock County,47067,76,87,65,98,5,25,1.9,125,189,492,7779,4045,35,34,19,8,3,17,5,74,19,95,86,5,35,37,20,47,80,30,17,40,28,15,-1,0,-1,-1,-1,98,98.0,-1,-1,-1,0,0,2,67,98,99,42,34,25,17,33,2,69,,,,,,TN,,,hancock tn,2,98,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Lincoln County 47103,9,Summary of All HUD Programs,1,,Lincoln County,47103,438,98,437,100,6,26,1.9,851,252,521,11196,5749,17,38,26,9,10,20,2,77,28,93,67,2,36,80,36,37,20,17,8,38,17,36,2,35,35,-1,-1,63,98.0,-1,-1,0,0,0,7,78,87,85,41,33,26,17,23,25,70,,,,,,TN,,,lincoln tn,37,63,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Dyer County 47045,9,Summary of All HUD Programs,1,,Dyer County,47045,845,95,819,100,6,20,1.9,1548,253,465,11667,6173,20,30,26,14,10,23,2,75,27,92,66,1,39,85,38,31,43,20,10,39,15,36,4,46,45,0,-1,52,98.0,0,0,-1,0,1,17,73,70,62,44,33,23,15,22,27,71,,,,,,TN,,,dyer tn,48,52,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Knox County 47093,9,Summary of All HUD Programs,1,,Knox County,47093,10736,87,9622,100,5,17,1.9,18403,284,649,11636,6084,18,32,23,14,14,23,1,73,21,97,77,3,34,75,34,39,52,25,7,44,21,28,2,47,45,0,0,51,98.0,0,1,0,2,1,27,71,71,139,43,33,24,18,34,36,52,,,,,,TN,,,knox tn,49,51,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Rutherford County 47149,9,Summary of All HUD Programs,1,,Rutherford County,47149,2155,92,2064,100,6,14,2.2,4628,342,721,14646,6532,14,24,23,16,24,28,1,69,23,96,74,4,43,82,43,33,25,15,5,47,18,29,3,55,52,1,0,43,98.0,0,1,0,2,1,17,90,88,120,30,42,29,19,27,36,49,,,,,,TN,,,rutherford tn,57,43,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Fayette County 47047,9,Summary of All HUD Programs,1,,Fayette County,47047,347,93,322,99,6,21,1.9,601,258,506,10945,5864,8,47,24,11,10,14,1,78,21,98,81,2,30,71,32,42,52,27,5,39,18,37,2,78,77,1,0,20,98.0,0,-1,0,1,1,50,75,93,115,54,18,27,15,23,39,78,,,,,,TN,,,fayette tn,80,20,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Madison County 47113,9,Summary of All HUD Programs,1,,Madison County,47113,3282,96,3190,100,5,17,2.3,7278,277,538,11654,5108,21,28,22,14,15,31,2,62,25,91,66,2,50,83,50,28,53,17,11,55,14,21,2,88,88,-1,-1,10,98.0,0,0,0,1,0,36,65,69,158,32,37,31,15,37,74,57,,,,,,TN,,,madison tn,90,10,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Scott County 47151,9,Summary of All HUD Programs,1,,Scott County,47151,415,92,387,100,7,20,1.6,621,267,408,12175,7587,11,39,27,14,9,17,1,82,31,91,56,5,18,75,20,50,54,35,9,24,21,47,4,0,0,-1,-1,99,99.0,-1,-1,-1,0,0,3,91,9,168,63,17,21,14,27,2,64,,,,,,TN,,,scott tn,1,99,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Campbell County 47013,9,Summary of All HUD Programs,1,,Campbell County,47013,926,90,875,100,6,26,1.7,1477,249,434,11352,6725,17,39,22,11,12,16,1,78,29,90,64,7,19,69,22,47,63,34,11,32,23,35,1,2,1,0,-1,97,99.0,-1,0,-1,0,0,5,68,23,154,51,32,18,18,25,4,67,,,,,,TN,,,campbell tn,3,97,0,0
2019-12-31 00:00:00,County,TN Tennessee,TN Macon County 47111,9,Summary of All HUD Programs,1,,Macon County,47111,178,93,165,100,7,16,1.8,289,320,391,15851,9050,1,29,34,17,19,22,1,77,39,82,42,2,23,76,21,46,53,32,2,27,23,48,1,3,1,-1,1,96,99.0,-1,1,-1,1,0,9,69,63,147,59,25,16,4,24,6,67,,,,,,TN,,,macon tn,4,96,0,0
