gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black,pct_native_american,pct_asian_pacific,pct_hispanic,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_white_nothsp_raw,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
County,MO Missouri,MO Adair County 29001,9,Summary of All HUD Programs,1,A,Adair County,29001,487.0,90,488,99,6.26908341532226,24,1.6382014384515,733.001391215084,223.141084767338,311.350846663006,10163.9037538582,6204.30645175454,13,44,29,11,4,17,10,71,28,94,61,4,22,68,23,48,19,25,8,39,19,34,7,2,1,0,0,0,8.29170570066218,46.4614998149426,71,99.5348197992255,60,24,16,13,24,5,49,A,A,A,-1,-1,MO,-1,A,adair mo,98,2,98,0,0
County,MO Missouri,MO Andrew County 29003,9,Summary of All HUD Programs,1,A,andrew County,29003,103.0,86,93,96,8.00047518744423,24,1.70339761084515,166.868162692847,220.049427879513,385.11823823384,9921.75715305617,5840.70672482917,17,40,29,9,5,21,3,75,24,99,75,6,29,77,29,32,15,15,15,33,12,40,7,2,0,1,0,1,8.2,24.795785907595,93,67.4277748116509,53,33,14,7,10,2,68,A,A,A,-1,-1,MO,-1,A,andrew mo,98,2,98,0,0
County,MO Missouri,MO Atchison County 29005,9,Summary of All HUD Programs,1,A,Atchison County,29005,102.0,78,80,99,6.34441572579118,22,1.22296528291228,96.977602108037,222.588429298929,261.690304304121,10019.7295739077,8192.97956688312,15,47,24,8,6,11,3,87,29,94,62,1,7,60,4,60,49,46,4,24,25,47,9,4,4,0,0,0,5.63139737767172,61.0788452006124,100,51.0977295572927,89,10,1,1,13,4,66,A,A,A,-1,-1,MO,-1,A,atchison mo,96,4,96,0,0
County,MO Missouri,MO Audrain County 29007,9,Summary of All HUD Programs,1,A,Audrain County,29007,555.0,92,503,98,5.31984935013989,18,1.93373466091861,994.82635496938,205.666684582772,371.652719844451,9761.4793108535,5046.68875989097,24,33,25,11,7,25,10,64,25,93,67,6,37,73,37,31,47,19,15,45,16,24,4,29,27,1,0,1,2.95924171520622,39.0195318465542,99,98.4695030664119,39,40,21,14,14,14,63,A,A,A,-1,-1,MO,-1,A,audrain mo,71,29,71,0,0
County,MO Missouri,MO Barry County 29009,9,Summary of All HUD Programs,1,A,Barry County,29009,26.0,94,25,100,7.65066666666667,4,1.56,38.6395563770795,207.08,268.76,8773.64,5624.12820512821,16,56,20,8,0,0,13,88,26,96,76,4,24,80,24,72,43,41,0,36,36,28,0,0,0,0,0,0,19.6,82.6653333333334,96,74.125,40,40,20,32,15,8,62,A,A,A,-1,-1,MO,-1,A,barry mo,100,0,100,0,0
County,MO Missouri,MO Barton County 29011,9,Summary of All HUD Programs,1,A,Barton County,29011,88.0,96,87,99,6.93984719332394,23,1.71383606982932,164.538940809969,186.367058212733,337.562560841067,8544.48072555,4839.87690516311,22,47,22,8,1,18,6,74,25,97,69,3,28,82,28,51,46,30,15,46,20,19,1,3,0,0,1,1,6.15,26.8311614424471,92,87.6220549968352,58,27,15,5,12,3,64,A,A,A,-1,-1,MO,-1,A,barton mo,97,3,97,0,0
County,MO Missouri,MO Bates County 29013,9,Summary of All HUD Programs,1,A,Bates County,29013,76.0,94,74,100,5.90268262560826,21,1.69718684829392,126.131904369332,249.236542826962,276.289888297036,11421.4556618006,6729.63950509157,3,45,33,17,3,8,3,86,32,91,56,6,22,70,27,67,8,24,3,26,22,49,3,5,3,1,0,4,18.9833333333333,49.7810596648475,97,92.0421524867918,57,21,22,15,13,3,64,A,A,A,-1,-1,MO,-1,A,bates mo,95,5,95,0,0
County,MO Missouri,MO Benton County 29015,9,Summary of All HUD Programs,1,A,Benton County,29015,82.0,93,79,100,5.38860776295021,10,1.45019371502368,111.089859851608,223.313501699854,332.737405624972,10082.3147438657,6952.3916973403,11,48,33,6,1,9,10,77,30,97,61,0,24,75,23,54,42,35,3,39,16,42,10,1,0,0,0,1,18.2,68.0567520447697,95,82.2796356715606,50,36,14,28,14,3,64,A,A,A,-1,-1,MO,-1,A,benton mo,99,1,99,0,0
County,MO Missouri,MO Bollinger County 29017,9,Summary of All HUD Programs,1,A,Bollinger County,29017,47.0,85,38,87,5.76877204887619,9,1.92497618395125,83.7643384440659,217.47283665453,308.127001526837,9354.39659919874,4859.48692622145,12,61,14,14,0,12,14,75,27,100,74,7,32,59,32,51,89,30,2,63,15,20,0,0,0,0,0,0,18.9,93.1815461509351,65,84.3356919665357,38,39,23,23,13,4,62,A,A,A,-1,-1,MO,-1,A,bollinger mo,100,0,100,0,0
County,MO Missouri,MO Boone County 29019,9,Summary of All HUD Programs,1,A,Boone County,29019,2154.0,91,1955,99,5.24026959230321,12,2.22829502510598,4410.96339099067,225.438160086716,465.057869535773,9482.66819417058,4254.59724594221,29,33,19,11,8,26,15,58,19,98,82,2,47,77,45,38,57,20,10,59,19,12,1,58,56,1,1,1,6.5393142816409,59.7661397425908,75,156.181468122342,35,32,33,15,26,29,36,A,A,A,-1,-1,MO,-1,A,boone mo,42,58,42,0,0
