Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,MN Minnesota,MN Yellow Medicine County 27173,9,Summary of All HUD Programs,1,,Yellow Medicine County,27173,159,80,129,100,6,20,1.2,154,315,402,14996,12562,5,11,38,26,21,11,3,83,29,90,58,-1,5,62,3,78,21,37,5,22,12,62,14,11,6,2,-1,81,92.0,-1,2,-1,2,1,13,61,75,53,75,22,3,16,15,10,88,,,,,,MN,,,yellow medicine mn,9,91,0,1
2019-12-31 00:00:00,County,MN Minnesota,MN Chisago County 27025,9,Summary of All HUD Programs,1,,Chisago County,27025,247,96,259,100,6,12,1.3,341,356,511,16031,12176,2,11,40,21,25,8,0,90,22,98,81,1,10,74,10,75,13,27,2,20,13,65,11,3,2,0,1,90,93.0,-1,-1,-1,0,0,11,67,88,66,78,15,7,8,6,6,79,,,,,,MN,,,chisago mn,1,99,0,1
2019-12-31 00:00:00,County,MN Minnesota,MN Lake County 27075,9,Summary of All HUD Programs,1,,Lake County,27075,146,93,139,100,7,24,1.5,211,335,429,16512,10878,8,16,25,24,26,24,3,71,31,87,54,4,18,60,16,52,45,33,2,30,20,47,4,7,1,4,-1,86,93.0,-1,1,1,1,3,-1,62,58,54,66,25,9,8,14,3,69,,,,,,MN,,,lake mn,7,93,0,1
2019-12-31 00:00:00,County,MN Minnesota,MN Cook County 27031,9,Summary of All HUD Programs,1,,Cook County,27031,55,94,50,97,6,10,1.1,53,340,408,15532,14653,-1,8,48,28,16,-1,-1,100,31,96,54,-1,2,66,2,100,13,34,-1,8,16,76,12,4,-1,2,-1,90,94.0,-1,2,-1,2,0,-1,62,56,40,94,6,-1,2,16,6,80,,,,,,MN,,,cook mn,2,98,0,1
2019-12-31 00:00:00,County,MN Minnesota,MN Hubbard County 27057,9,Summary of All HUD Programs,1,,Hubbard County,27057,324,86,286,100,5,18,1.6,458,324,360,14651,9149,7,13,42,19,19,19,6,74,27,94,66,5,19,62,20,58,31,30,6,32,16,46,6,9,2,3,0,88,97.0,0,2,0,3,2,6,62,34,92,73,13,14,5,21,8,59,,,,,,MN,,,hubbard mn,12,88,0,0
2019-12-31 00:00:00,County,MN Minnesota,MN Norman County 27107,9,Summary of All HUD Programs,1,,Norman County,27107,112,81,89,98,5,13,1.4,121,296,409,12315,9058,6,26,47,13,9,12,1,85,24,99,79,3,9,72,10,57,30,33,4,22,21,52,9,13,-1,7,4,84,97.0,-1,2,-1,2,3,2,67,75,90,82,12,6,8,10,8,79,,,,,,MN,,,norman mn,16,84,0,0
2019-12-31 00:00:00,County,MN Minnesota,MN Becker County 27005,9,Summary of All HUD Programs,1,,Becker County,27005,558,80,453,100,6,18,1.7,772,335,385,15321,8990,4,20,39,19,19,18,6,75,27,94,68,2,23,73,23,45,32,26,3,33,17,47,8,19,4,13,0,78,97.0,-1,2,1,2,2,27,68,38,106,64,17,19,11,19,13,66,,,,,,MN,,,becker mn,22,78,0,0
2019-12-31 00:00:00,County,MN Minnesota,MN Winona County 27169,9,Summary of All HUD Programs,1,,Winona County,27169,723,91,703,100,5,13,1.8,1242,329,449,14239,8060,6,15,41,19,19,19,6,72,25,96,72,1,27,71,27,55,42,31,5,39,22,34,5,19,16,1,1,78,97.0,0,1,0,1,2,12,84,67,90,60,19,21,9,23,9,55,,,,,,MN,,,winona mn,22,78,0,0
2019-12-31 00:00:00,County,MN Minnesota,MN Clay County 27027,9,Summary of All HUD Programs,1,,Clay County,27027,1266,90,1229,100,5,17,2.2,2712,336,501,13840,6272,8,16,39,17,20,22,6,65,20,98,83,13,22,65,26,58,50,29,2,43,25,31,4,27,15,5,1,70,97.0,0,4,1,5,1,19,75,66,138,46,29,25,14,14,11,55,,,,,,MN,,,clay mn,30,70,0,0
2019-12-31 00:00:00,County,MN Minnesota,MN Todd County 27153,9,Summary of All HUD Programs,1,,Todd County,27153,393,84,335,100,6,20,1.4,471,310,358,13727,9763,6,21,37,19,17,14,5,79,26,96,69,2,13,67,14,66,35,39,2,26,24,48,7,6,1,1,1,92,98.0,0,2,-1,2,0,22,62,61,63,68,21,10,15,15,15,76,,,,,,MN,,,todd mn,8,92,0,0
